"Notes"	"Month"	"Month Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Mar., 2023 (provisional)"	"2023/03"	"5-9 years"	"5-9"	235	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"10-14 years"	"10-14"	288	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"15-19 years"	"15-19"	1014	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"20-24 years"	"20-24"	1755	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"25-29 years"	"25-29"	2355	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"30-34 years"	"30-34"	3486	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"35-39 years"	"35-39"	4053	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"40-44 years"	"40-44"	4945	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"45-49 years"	"45-49"	5522	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"50-54 years"	"50-54"	8611	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"55-59 years"	"55-59"	13010	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"60-64 years "	"60-64"	19700	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"65-69 years"	"65-69"	25108	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"70-74 years"	"70-74"	29456	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"75-79 years"	"75-79"	33631	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"80-84 years"	"80-84"	35205	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"85-89 years"	"85-89"	34143	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"90-94 years"	"90-94"	27818	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"95-99 years"	"95-99"	13333	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"100+ years"	"100+"	2940	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"< 1 year"	"1"	1656	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"1-4 years"	"1-4"	333	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"5-9 years"	"5-9"	221	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"10-14 years"	"10-14"	294	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"15-19 years"	"15-19"	1085	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"20-24 years"	"20-24"	1837	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"25-29 years"	"25-29"	2365	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"30-34 years"	"30-34"	3212	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"35-39 years"	"35-39"	4001	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"40-44 years"	"40-44"	4723	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"45-49 years"	"45-49"	5480	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"50-54 years"	"50-54"	8383	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"55-59 years"	"55-59"	12514	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"60-64 years "	"60-64"	18583	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"65-69 years"	"65-69"	23264	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"70-74 years"	"70-74"	27604	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"75-79 years"	"75-79"	31556	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"80-84 years"	"80-84"	32688	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"85-89 years"	"85-89"	31901	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"90-94 years"	"90-94"	25376	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"95-99 years"	"95-99"	12026	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"100+ years"	"100+"	2723	Not Applicable	Not Applicable
	"Apr., 2023 (provisional)"	"2023/04"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"< 1 year"	"1"	1675	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"1-4 years"	"1-4"	365	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"5-9 years"	"5-9"	197	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"10-14 years"	"10-14"	320	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"15-19 years"	"15-19"	1140	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"20-24 years"	"20-24"	1886	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"25-29 years"	"25-29"	2517	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"30-34 years"	"30-34"	3390	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"35-39 years"	"35-39"	4022	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"40-44 years"	"40-44"	4991	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"45-49 years"	"45-49"	5681	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"50-54 years"	"50-54"	8399	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"55-59 years"	"55-59"	12329	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"60-64 years "	"60-64"	18886	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"65-69 years"	"65-69"	23550	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"70-74 years"	"70-74"	27702	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"75-79 years"	"75-79"	31600	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"80-84 years"	"80-84"	32891	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"85-89 years"	"85-89"	30987	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"90-94 years"	"90-94"	24960	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"95-99 years"	"95-99"	11984	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"100+ years"	"100+"	2683	Not Applicable	Not Applicable
	"May, 2023 (provisional)"	"2023/05"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"< 1 year"	"1"	1670	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"1-4 years"	"1-4"	336	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"5-9 years"	"5-9"	219	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"10-14 years"	"10-14"	279	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"15-19 years"	"15-19"	1201	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"20-24 years"	"20-24"	1771	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"25-29 years"	"25-29"	2317	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"30-34 years"	"30-34"	3284	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"35-39 years"	"35-39"	3922	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"40-44 years"	"40-44"	4863	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"45-49 years"	"45-49"	5471	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"50-54 years"	"50-54"	8006	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"55-59 years"	"55-59"	11846	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"60-64 years "	"60-64"	18131	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"65-69 years"	"65-69"	22859	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"70-74 years"	"70-74"	26268	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"75-79 years"	"75-79"	30105	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"80-84 years"	"80-84"	31293	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"85-89 years"	"85-89"	29711	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"90-94 years"	"90-94"	23660	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"95-99 years"	"95-99"	11110	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"100+ years"	"100+"	2481	Not Applicable	Not Applicable
	"Jun., 2023 (provisional)"	"2023/06"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"< 1 year"	"1"	1673	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"1-4 years"	"1-4"	397	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"5-9 years"	"5-9"	214	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"10-14 years"	"10-14"	315	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"15-19 years"	"15-19"	1134	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"20-24 years"	"20-24"	1877	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"25-29 years"	"25-29"	2489	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"30-34 years"	"30-34"	3582	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"35-39 years"	"35-39"	4178	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"40-44 years"	"40-44"	5029	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"45-49 years"	"45-49"	5766	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"50-54 years"	"50-54"	8305	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"55-59 years"	"55-59"	12453	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"60-64 years "	"60-64"	18744	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"65-69 years"	"65-69"	23454	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"70-74 years"	"70-74"	27079	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"75-79 years"	"75-79"	30683	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"80-84 years"	"80-84"	31587	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"85-89 years"	"85-89"	30092	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"90-94 years"	"90-94"	23657	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"95-99 years"	"95-99"	11302	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"100+ years"	"100+"	2568	Not Applicable	Not Applicable
	"Jul., 2023 (provisional)"	"2023/07"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"< 1 year"	"1"	1710	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"1-4 years"	"1-4"	359	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"5-9 years"	"5-9"	201	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"10-14 years"	"10-14"	288	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"15-19 years"	"15-19"	1132	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"20-24 years"	"20-24"	1852	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"25-29 years"	"25-29"	2403	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"30-34 years"	"30-34"	3403	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"35-39 years"	"35-39"	4022	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"40-44 years"	"40-44"	4971	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"45-49 years"	"45-49"	5821	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"50-54 years"	"50-54"	8148	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"55-59 years"	"55-59"	12149	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"60-64 years "	"60-64"	18863	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"65-69 years"	"65-69"	23469	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"70-74 years"	"70-74"	27552	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"75-79 years"	"75-79"	31481	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"80-84 years"	"80-84"	32778	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"85-89 years"	"85-89"	30738	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"90-94 years"	"90-94"	24416	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"95-99 years"	"95-99"	11481	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"100+ years"	"100+"	2686	Not Applicable	Not Applicable
	"Aug., 2023 (provisional)"	"2023/08"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"< 1 year"	"1"	1645	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"1-4 years"	"1-4"	330	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"5-9 years"	"5-9"	178	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"10-14 years"	"10-14"	283	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"15-19 years"	"15-19"	959	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"20-24 years"	"20-24"	1730	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"25-29 years"	"25-29"	2215	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"30-34 years"	"30-34"	3210	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"35-39 years"	"35-39"	3800	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"40-44 years"	"40-44"	4730	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"45-49 years"	"45-49"	5411	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"50-54 years"	"50-54"	7872	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"55-59 years"	"55-59"	11630	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"60-64 years "	"60-64"	17987	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"65-69 years"	"65-69"	22979	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"70-74 years"	"70-74"	26912	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"75-79 years"	"75-79"	30796	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"80-84 years"	"80-84"	32563	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"85-89 years"	"85-89"	30643	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"90-94 years"	"90-94"	24261	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"95-99 years"	"95-99"	11734	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"100+ years"	"100+"	2600	Not Applicable	Not Applicable
	"Sep., 2023 (provisional)"	"2023/09"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"< 1 year"	"1"	1691	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"1-4 years"	"1-4"	301	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"5-9 years"	"5-9"	210	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"10-14 years"	"10-14"	271	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"15-19 years"	"15-19"	1094	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"20-24 years"	"20-24"	1659	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"25-29 years"	"25-29"	2215	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"30-34 years"	"30-34"	3200	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"35-39 years"	"35-39"	3742	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"40-44 years"	"40-44"	4706	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"45-49 years"	"45-49"	5465	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"50-54 years"	"50-54"	8231	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"55-59 years"	"55-59"	11849	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"60-64 years "	"60-64"	18867	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"65-69 years"	"65-69"	24179	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"70-74 years"	"70-74"	28289	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"75-79 years"	"75-79"	33162	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"80-84 years"	"80-84"	34734	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"85-89 years"	"85-89"	32898	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"90-94 years"	"90-94"	25966	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"95-99 years"	"95-99"	12635	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"100+ years"	"100+"	2789	Not Applicable	Not Applicable
	"Oct., 2023 (provisional)"	"2023/10"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"< 1 year"	"1"	1606	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"1-4 years"	"1-4"	297	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"5-9 years"	"5-9"	199	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"10-14 years"	"10-14"	269	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"15-19 years"	"15-19"	958	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"20-24 years"	"20-24"	1599	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"25-29 years"	"25-29"	2129	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"30-34 years"	"30-34"	3033	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"35-39 years"	"35-39"	3733	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"40-44 years"	"40-44"	4582	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"45-49 years"	"45-49"	5460	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"50-54 years"	"50-54"	8016	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"55-59 years"	"55-59"	11917	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"60-64 years "	"60-64"	18468	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"65-69 years"	"65-69"	23996	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"70-74 years"	"70-74"	28314	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"75-79 years"	"75-79"	32900	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"80-84 years"	"80-84"	34846	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"85-89 years"	"85-89"	33320	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"90-94 years"	"90-94"	26159	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"95-99 years"	"95-99"	12725	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"100+ years"	"100+"	2909	Not Applicable	Not Applicable
	"Nov., 2023 (provisional)"	"2023/11"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"< 1 year"	"1"	1754	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"1-4 years"	"1-4"	368	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"5-9 years"	"5-9"	227	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"10-14 years"	"10-14"	310	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"15-19 years"	"15-19"	1002	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"20-24 years"	"20-24"	1591	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"25-29 years"	"25-29"	2133	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"30-34 years"	"30-34"	3311	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"35-39 years"	"35-39"	3869	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"40-44 years"	"40-44"	4968	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"45-49 years"	"45-49"	5803	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"50-54 years"	"50-54"	8618	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"55-59 years"	"55-59"	13017	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"60-64 years "	"60-64"	20368	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"65-69 years"	"65-69"	26445	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"70-74 years"	"70-74"	31160	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"75-79 years"	"75-79"	36265	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"80-84 years"	"80-84"	38801	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"85-89 years"	"85-89"	37000	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"90-94 years"	"90-94"	29270	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"95-99 years"	"95-99"	13921	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"100+ years"	"100+"	3169	Not Applicable	Not Applicable
	"Dec., 2023 (provisional)"	"2023/12"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"< 1 year"	"1"	1665	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"1-4 years"	"1-4"	328	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"5-9 years"	"5-9"	244	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"10-14 years"	"10-14"	303	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"15-19 years"	"15-19"	962	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"20-24 years"	"20-24"	1589	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"25-29 years"	"25-29"	2033	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"30-34 years"	"30-34"	3193	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"35-39 years"	"35-39"	3902	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"40-44 years"	"40-44"	5070	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"45-49 years"	"45-49"	5936	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"50-54 years"	"50-54"	8752	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"55-59 years"	"55-59"	13339	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"60-64 years "	"60-64"	20995	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"65-69 years"	"65-69"	27579	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"70-74 years"	"70-74"	32101	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"75-79 years"	"75-79"	38033	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"80-84 years"	"80-84"	40494	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"85-89 years"	"85-89"	38659	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"90-94 years"	"90-94"	30852	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"95-99 years"	"95-99"	14894	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"100+ years"	"100+"	3494	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"< 1 year"	"1"	1592	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"1-4 years"	"1-4"	348	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"5-9 years"	"5-9"	189	Not Applicable	Not Applicable
	"Feb., 2024 (provisional)"	"2024/02"	"10-14 years"	"10-14"	300	Not Applicable	Not Applicable
