Notes,Month Reported,Month Reported Code,State / Territory,State / Territory Code,Event Category,Event Category Code,Events Reported,Percent
Total,"Apr., 2021",2021/04,Illinois,17,,,23,0.03%
,"Apr., 2021",2021/04,Indiana,18,Permanent Disability,DBL,1,0.00%
,"Apr., 2021",2021/04,Indiana,18,None of the above,NONE,1,0.00%
Total,"Apr., 2021",2021/04,Indiana,18,,,2,0.00%
,"Apr., 2021",2021/04,Iowa,19,Death,DTH,1,0.00%
Total,"Apr., 2021",2021/04,Iowa,19,,,1,0.00%
,"Apr., 2021",2021/04,Kentucky,21,Death,DTH,8,0.01%
,"Apr., 2021",2021/04,Kentucky,21,Hospitalized,H,5,0.01%
Total,"Apr., 2021",2021/04,Kentucky,21,,,13,0.02%
,"Apr., 2021",2021/04,Louisiana,22,Life Threatening,LT,1,0.00%
,"Apr., 2021",2021/04,Louisiana,22,Hospitalized,H,3,0.00%
,"Apr., 2021",2021/04,Louisiana,22,Emergency Room *,ER,2,0.00%
Total,"Apr., 2021",2021/04,Louisiana,22,,,6,0.01%
,"Apr., 2021",2021/04,Maine,23,None of the above,NONE,1,0.00%
Total,"Apr., 2021",2021/04,Maine,23,,,1,0.00%
,"Apr., 2021",2021/04,Maryland,24,Death,DTH,1,0.00%
,"Apr., 2021",2021/04,Maryland,24,Life Threatening,LT,1,0.00%
,"Apr., 2021",2021/04,Maryland,24,Emergency Room *,ER,1,0.00%
Total,"Apr., 2021",2021/04,Maryland,24,,,3,0.00%
,"Apr., 2021",2021/04,Massachusetts,25,Death,DTH,3,0.00%
,"Apr., 2021",2021/04,Massachusetts,25,Life Threatening,LT,2,0.00%
,"Apr., 2021",2021/04,Massachusetts,25,Hospitalized,H,2,0.00%
,"Apr., 2021",2021/04,Massachusetts,25,Emergency Room *,ER,1,0.00%
,"Apr., 2021",2021/04,Massachusetts,25,Office Visit *,OF,1,0.00%
Total,"Apr., 2021",2021/04,Massachusetts,25,,,9,0.01%
,"Apr., 2021",2021/04,Michigan,26,Death,DTH,4,0.01%
,"Apr., 2021",2021/04,Michigan,26,Hospitalized,H,4,0.01%
,"Apr., 2021",2021/04,Michigan,26,Emergency Room *,ER,3,0.00%
,"Apr., 2021",2021/04,Michigan,26,Office Visit *,OF,2,0.00%
Total,"Apr., 2021",2021/04,Michigan,26,,,13,0.02%
,"Apr., 2021",2021/04,Minnesota,27,Death,DTH,7,0.01%
,"Apr., 2021",2021/04,Minnesota,27,Hospitalized,H,1,0.00%
Total,"Apr., 2021",2021/04,Minnesota,27,,,8,0.01%
,"Apr., 2021",2021/04,Missouri,29,Death,DTH,2,0.00%
,"Apr., 2021",2021/04,Missouri,29,Office Visit *,OF,1,0.00%
Total,"Apr., 2021",2021/04,Missouri,29,,,3,0.00%
,"Apr., 2021",2021/04,Montana,30,Death,DTH,2,0.00%
Total,"Apr., 2021",2021/04,Montana,30,,,2,0.00%
,"Apr., 2021",2021/04,Nebraska,31,Death,DTH,1,0.00%
,"Apr., 2021",2021/04,Nebraska,31,Permanent Disability,DBL,1,0.00%
,"Apr., 2021",2021/04,Nebraska,31,Hospitalized,H,1,0.00%
,"Apr., 2021",2021/04,Nebraska,31,Emergency Room *,ER,1,0.00%
Total,"Apr., 2021",2021/04,Nebraska,31,,,4,0.01%
,"Apr., 2021",2021/04,Nevada,32,Death,DTH,2,0.00%
,"Apr., 2021",2021/04,Nevada,32,Hospitalized,H,1,0.00%
Total,"Apr., 2021",2021/04,Nevada,32,,,3,0.00%
,"Apr., 2021",2021/04,New Jersey,34,Death,DTH,2,0.00%
,"Apr., 2021",2021/04,New Jersey,34,Hospitalized,H,2,0.00%
Total,"Apr., 2021",2021/04,New Jersey,34,,,4,0.01%
,"Apr., 2021",2021/04,New Mexico,35,Death,DTH,1,0.00%
,"Apr., 2021",2021/04,New Mexico,35,Emergency Room *,ER,1,0.00%
Total,"Apr., 2021",2021/04,New Mexico,35,,,2,0.00%
,"Apr., 2021",2021/04,New York,36,Death,DTH,5,0.01%
,"Apr., 2021",2021/04,New York,36,Hospitalized,H,1,0.00%
,"Apr., 2021",2021/04,New York,36,None of the above,NONE,1,0.00%
Total,"Apr., 2021",2021/04,New York,36,,,7,0.01%
,"Apr., 2021",2021/04,North Carolina,37,Death,DTH,5,0.01%
,"Apr., 2021",2021/04,North Carolina,37,Emergency Room *,ER,2,0.00%
Total,"Apr., 2021",2021/04,North Carolina,37,,,7,0.01%
,"Apr., 2021",2021/04,Ohio,39,Death,DTH,2,0.00%
,"Apr., 2021",2021/04,Ohio,39,Emergency Room *,ER,2,0.00%
,"Apr., 2021",2021/04,Ohio,39,None of the above,NONE,1,0.00%
Total,"Apr., 2021",2021/04,Ohio,39,,,5,0.01%
,"Apr., 2021",2021/04,Oregon,41,Death,DTH,2,0.00%
Total,"Apr., 2021",2021/04,Oregon,41,,,2,0.00%
,"Apr., 2021",2021/04,Pennsylvania,42,Death,DTH,3,0.00%
,"Apr., 2021",2021/04,Pennsylvania,42,Permanent Disability,DBL,2,0.00%
,"Apr., 2021",2021/04,Pennsylvania,42,Hospitalized,H,2,0.00%
,"Apr., 2021",2021/04,Pennsylvania,42,Emergency Room *,ER,2,0.00%
,"Apr., 2021",2021/04,Pennsylvania,42,Office Visit *,OF,1,0.00%
Total,"Apr., 2021",2021/04,Pennsylvania,42,,,10,0.01%
,"Apr., 2021",2021/04,Rhode Island,44,Death,DTH,2,0.00%
,"Apr., 2021",2021/04,Rhode Island,44,Emergency Room *,ER,1,0.00%
,"Apr., 2021",2021/04,Rhode Island,44,Office Visit *,OF,1,0.00%
Total,"Apr., 2021",2021/04,Rhode Island,44,,,4,0.01%
,"Apr., 2021",2021/04,South Carolina,45,Death,DTH,1,0.00%
Total,"Apr., 2021",2021/04,South Carolina,45,,,1,0.00%
,"Apr., 2021",2021/04,Tennessee,47,Death,DTH,1,0.00%
,"Apr., 2021",2021/04,Tennessee,47,Emergency Room *,ER,1,0.00%
Total,"Apr., 2021",2021/04,Tennessee,47,,,2,0.00%
,"Apr., 2021",2021/04,Texas,48,Death,DTH,5,0.01%
,"Apr., 2021",2021/04,Texas,48,Life Threatening,LT,1,0.00%
,"Apr., 2021",2021/04,Texas,48,Hospitalized,H,2,0.00%
,"Apr., 2021",2021/04,Texas,48,Emergency Room *,ER,1,0.00%
Total,"Apr., 2021",2021/04,Texas,48,,,9,0.01%
,"Apr., 2021",2021/04,Utah,49,None of the above,NONE,1,0.00%
Total,"Apr., 2021",2021/04,Utah,49,,,1,0.00%
,"Apr., 2021",2021/04,Virginia,51,Death,DTH,1,0.00%
,"Apr., 2021",2021/04,Virginia,51,Life Threatening,LT,2,0.00%
,"Apr., 2021",2021/04,Virginia,51,Permanent Disability,DBL,1,0.00%
,"Apr., 2021",2021/04,Virginia,51,Hospitalized,H,2,0.00%
,"Apr., 2021",2021/04,Virginia,51,Emergency Room *,ER,2,0.00%
,"Apr., 2021",2021/04,Virginia,51,Office Visit *,OF,1,0.00%
Total,"Apr., 2021",2021/04,Virginia,51,,,9,0.01%
,"Apr., 2021",2021/04,Washington,53,Death,DTH,3,0.00%
,"Apr., 2021",2021/04,Washington,53,Permanent Disability,DBL,1,0.00%
,"Apr., 2021",2021/04,Washington,53,Hospitalized,H,3,0.00%
,"Apr., 2021",2021/04,Washington,53,Emergency Room *,ER,1,0.00%
Total,"Apr., 2021",2021/04,Washington,53,,,8,0.01%
,"Apr., 2021",2021/04,West Virginia,54,Permanent Disability,DBL,1,0.00%
,"Apr., 2021",2021/04,West Virginia,54,None of the above,NONE,2,0.00%
Total,"Apr., 2021",2021/04,West Virginia,54,,,3,0.00%
,"Apr., 2021",2021/04,Wisconsin,55,Death,DTH,4,0.01%
,"Apr., 2021",2021/04,Wisconsin,55,Hospitalized,H,1,0.00%
Total,"Apr., 2021",2021/04,Wisconsin,55,,,5,0.01%
,"Apr., 2021",2021/04,Baker Island,81,Death,DTH,1,0.00%
,"Apr., 2021",2021/04,Baker Island,81,Hospitalized,H,1,0.00%
,"Apr., 2021",2021/04,Baker Island,81,Emergency Room *,ER,1,0.00%
Total,"Apr., 2021",2021/04,Baker Island,81,,,3,0.00%
,"Apr., 2021",2021/04,Puerto Rico,72,Death,DTH,1,0.00%
,"Apr., 2021",2021/04,Puerto Rico,72,Office Visit *,OF,1,0.00%
,"Apr., 2021",2021/04,Puerto Rico,72,None of the above,NONE,3,0.00%
Total,"Apr., 2021",2021/04,Puerto Rico,72,,,5,0.01%
,"Apr., 2021",2021/04,Unknown,U,Death,DTH,26,0.04%
,"Apr., 2021",2021/04,Unknown,U,Hospitalized,H,3,0.00%
,"Apr., 2021",2021/04,Unknown,U,Emergency Room *,ER,17,0.03%
,"Apr., 2021",2021/04,Unknown,U,Office Visit *,OF,18,0.03%
Total,"Apr., 2021",2021/04,Unknown,U,,,64,0.09%
Total,"Apr., 2021",2021/04,,,,,297,0.44%
Total,,,,,,,75420,111.15%
---,,,,,,,,
Dataset: The Vaccine Adverse Event Reporting System (VAERS),,,,,,,,
Query Parameters:,,,,,,,,
"Date Report Completed: Jan., 2010 to Apr., 2021",,,,,,,,
State / Territory: The United States/Territories/Unknown,,,,,,,,
Vaccine Products: COVID19 VACCINE (COVID19),,,,,,,,
Group By: Month Reported; State / Territory; Event Category,,,,,,,,
Show Totals: True,,,,,,,,
Show Zero Values: Disabled,,,,,,,,
---,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/vaers.html for more information.,,,,,,,,
---,,,,,,,,
"Query Date: Apr 22, 2021 8:58:50 PM",,,,,,,,
---,,,,,,,,
"Suggested Citation: Accessed at http://wonder.cdc.gov/vaers.html on Apr 22, 2021 8:58:50 PM",,,,,,,,
---,,,,,,,,
Messages:,,,,,,,,
"1. The full results are too long to be displayed, only non-zero rows are available.",,,,,,,,
"2. VAERS data in CDC WONDER are updated every Friday. Hence, results for the same query can change from week to week.",,,,,,,,
"3. These results are for 67,852 total events.",,,,,,,,
---,,,,,,,,
Footnotes:,,,,,,,,
1. Submitting a report to VAERS does not mean that healthcare personnel or the vaccine caused or contributed to the adverse,,,,,,,,
event (possible side effect).,,,,,,,,
"2. * These values are only available from VAERS 2.0 Report Form, active 06/30/2017 to present.",,,,,,,,
"3. ** These value are only available from VAERS-1 Report Form, active 07/01/1990 to 06/29/2017.",,,,,,,,
---,,,,,,,,
Caveats:,,,,,,,,
"1. <p> VAERS accepts reports of adverse events and reactions that occur following vaccination. Healthcare providers, vaccine",,,,,,,,
"manufacturers, and the public can submit reports to VAERS. While very important in monitoring vaccine safety, VAERS reports",,,,,,,,
alone cannot be used to determine if a vaccine caused or contributed to an adverse event or illness. The reports may contain,,,,,,,,
"information that is incomplete, inaccurate, coincidental, or unverifiable. Most reports to VAERS are voluntary, which means they",,,,,,,,
are subject to biases. This creates specific limitations on how the data can be used scientifically. Data from VAERS reports,,,,,,,,
should always be interpreted with these limitations in mind. </p> <p> The strengths of VAERS are that it is national in scope,,,,,,,,
and can quickly provide an early warning of a safety problem with a vaccine. As part of CDC and FDA's multi-system approach to,,,,,,,,
"post-licensure vaccine safety monitoring, VAERS is designed to rapidly detect unusual or unexpected patterns of adverse events,",,,,,,,,
"also known as ""safety signals."" If a safety signal is found in VAERS, further studies can be done in safety systems such as",,,,,,,,
the CDC's Vaccine Safety Datalink (VSD) or the Clinical Immunization Safety Assessment (CISA) project. These systems do not have,,,,,,,,
"the same limitations as VAERS, and can better assess health risks and possible connections between adverse events and a vaccine.",,,,,,,,
</p> <p> Key considerations and limitations of VAERS data: <ul><li> Vaccine providers are encouraged to report any clinically,,,,,,,,
"significant health problem following vaccination to VAERS, whether or not they believe the vaccine was the cause. </li><li>",,,,,,,,
"Reports may include incomplete, inaccurate, coincidental and unverified information. </li><li> The number of reports alone",,,,,,,,
"cannot be interpreted or used to reach conclusions about the existence, severity, frequency, or rates of problems associated",,,,,,,,
with vaccines. </li><li> VAERS data are limited to vaccine adverse event reports received between 1990 and the most recent date,,,,,,,,
for which data are available. </li><li> VAERS data do not represent all known safety information for a vaccine and should be,,,,,,,,
interpreted in the context of other scientific information. </li></ul> </p>,,,,,,,,
2,,,,,,,,
"3. Some items may have more than 1 occurrence in any single event report, such as Symptoms, Vaccine Products, Manufacturers, and",,,,,,,,
"Event Categories. If data are grouped by any of these items, then the number in the Events Reported column may exceed the total",,,,,,,,
"number of unique events. If percentages are shown, then the associated percentage of total unique event reports will exceed 100%",,,,,,,,
"in such cases. For example, the number of Symptoms mentioned is likely to exceed the number of events reported, because many",,,,,,,,
"reports include more than 1 Symptom. When more then 1 Symptom occurs in a single report, then the percentage of Symptoms to",,,,,,,,
unique events is more than 100%. More information: http://wonder.cdc.gov/wonder/help/vaers.html#Suppress.,,,,,,,,
"4. Data contains VAERS reports processed as of 4/10/2021. The VAERS data in WONDER are updated weekly, yet the VAERS system",,,,,,,,
receives continuous updates including revisions and new reports for preceding time periods. More information:,,,,,,,,
http://wonder.cdc.gov/wonder/help/vaers.html#Reporting.,,,,,,,,
"5. Under Title 21, Code of Federal Regulations Section 600.80: http://wonder.cdc.gov/wonder/help/vaers/21CFR600-80.htm., a",,,,,,,,
"serious event is defined with any of the following outcomes: Death, a life-threatening adverse experience, inpatient",,,,,,,,
"hospitalization or prolongation of existing hospitalization, a persistent or significant disability/incapacity, or a congenital",,,,,,,,
anomaly/birth defect.,,,,,,,,
"6. Values of Event Category field vary in their availability over time due to changes in the reporting form. The ""Emergency",,,,,,,,
"Room/Office Visit"" value was avaliable only for events reported using the VAERS-1 form, active 07/01/1990 to 06/29/2017. The",,,,,,,,
"""Congenital Anomaly/Birth Defect"", ""Emergency Room"", and ""Office Visit"" values are available only for events reported",,,,,,,,
"using the VAERS 2.0 form, active 06/30/2017 to present. These changes must be considered when evaluating count of events for",,,,,,,,
these categories.,,,,,,,,
"7. For more information on how many persons have been vaccinated in the US for COVID19 to date, see",,,,,,,,
https://covid.cdc.gov/covid-data-tracker/#vaccinations/,,,,,,,,
